-132,484
-148,508
-100,532
-152,372
-232,488
36,440
-40,444
-28,468
-112,364
-76,504
-120,468
-88,532
-104,460
32,480
-140,496
-92,436
-8,512
-104,596
-112,364
-132,424
-16,444
-152,560
-120,332
-52,460
-36,468
-92,528
-48,472
-80,408
-52,520
-208,496
-112,416
-72,484
-104,444
-56,388
-76,460
-136,420
-112,468
-148,436
-184,444
-184,432
-76,496
-84,516
-92,444
-64,388
-188,452
-72,460
-116,460
-8,508
-88,400
-88,420
-88,456
-44,448
-52,492
-80,484
-160,500
-48,496
-120,480
-72,396
-148,488
-136,424
-108,404
24,448
-92,452
-40,560
-96,412
-116,432
-112,484
8,496
-100,420
-132,384
-104,412
-228,456
-100,456
-88,404
-116,388
-68,456
24560,-9948
-1480,-428
-3000,-728
24,-2456
-3736,-684
-4112,-4696
-6820,-4444
-17664,-5756
-10552,-4724
-9352,-5112
-13116,-5524
-4548,-6972
-7232,-5836
-8788,-8148
-4120,-5748
-15164,-3848
-5912,-3044
-7384,2956
-7924,1560
-10008,6012
17728,9204
7800,11444
11516,7428
10316,14104
4792,6388
23244,9748
-4092,1136
10968,12304
17540,7576
296,3576
5916,4944
1176,5408
-588,3232
-112,428
-104,336
-24,400
96,412
720,512
1356,1076
-3196,3584
-4452,3200
-1268,1604
-176,3680
8468,6884
-652,4980
-14112,5568
-17348,6896
-19752,8572
-30604,8264
-4980,4456
-24420,4892
32767,7180
13576,-600
17824,-676
-17424,736
-5616,-1348
10724,-5600
5224,2548
7676,-7304
25624,-5588
10828,-11748
-7608,-10804
-916,-2920
4972,-3624
-2264,-1748
6664,984
7500,356
-3696,1300
2584,-512
-2552,1092
-2276,-2572
2204,-716
6284,-2984
224,252
284,-1020
144,944
1260,-980
-504,-480
212,-1524
12,152
-36,348
-92,520
-184,260
1560,632
1384,496
-8464,584
-3524,1116
10996,308
5248,1676
22348,4352
8100,2180
5204,400
7620,3920
25188,-1320
-9080,-2952
-1764,1504
-9116,-3572
19600,-2116
-7148,1664
-1060,3000
-10228,576
1180,5348
-18212,2100
1020,1336
-25604,-2688
-1964,2588
-8612,5040
-13900,392
-11780,-128
12952,736
11628,-1444
6668,-1952
-7244,224
-9244,300
3968,-1636
4088,-768
-1592,540
-5232,1520
1304,724
-888,664
-1488,1076
-3056,1252
-2276,800
-280,412
-56,392
-16,428
-152,368
-100,352
-56,360
-116,480
-116,424
-40,296
-140,424
-144,480
-144,336
-140,388
-116,436
-100,404
-124,420
-116,360
-104,416
-16,420
-108,336
12,336
-24,344
-40,348
-100,388
-132,304
-108,432
-116,380
-20,484
-64,424
-116,432
-176,344
-124,348
-60,440
-152,424
-64,372
-80,400
-204,340
-112,464
-16,388
-108,356
-112,440
-148,332
-148,448
-8,320
-72,372
-148,424
-100,376
-16,316
-124,352
-136,260
-36,404
-88,356
-120,380
-244,412
-100,448
-152,396
-144,336
-16,444
-28,396