-228,796
-220,812
-236,840
-240,820
-168,812
-288,752
-332,852
-168,840
-236,716
-208,808
-264,808
-276,848
-224,792
-188,832
-228,736
-288,840
-312,780
-148,768
-284,708
-232,868
-196,768
-220,768
-184,800
-220,688
-284,776
-248,820
-224,768
-216,756
-208,808
-260,804
-192,788
-268,704
-296,812
-180,796
-208,884
-168,768
-260,728
-116,844
-280,768
-232,868
-240,812
-284,796
-252,844
-240,808
-196,832
-268,812
-248,776
-292,784
-248,832
-244,784
-128,824
-264,484
-144,936
-192,892
-224,732
-7868,3660
1792,-652
-1812,1396
-36,-180
-2564,2776
-2668,528
800,2148
380,-220
3232,1604
700,-1008
1068,-268
-2968,3340
3404,60
3820,2416
15756,-1572
4684,-324
-2652,1608
-7384,3868
5728,3072
4560,3072
8644,-360
6636,1252
-3380,1240
12300,1444
5660,3612
580,3080
2500,3376
368,4632
-904,3880
9848,3880
12896,5328
-8568,-1504
-1048,4712
15476,1868
-3684,-1996
-25780,152
-14748,728
-13068,4756
-4592,3260
-14864,6216
8544,-2452
-1440,1264
9908,3244
-9980,-28
-6628,-780
1180,-10856
-3048,7480
5896,-3872
-10252,-5492
-17812,-3916
-12252,7984
-11152,2396
26696,-17912
-3636,6420
-7384,-2840
-6924,3380
4680,-4008
-10276,-696
-11628,-3252
5396,4
-2488,2512
10260,-4320
-3236,1156
-6896,-3328
8584,-356
-1956,-624
-1204,4152
9980,-4508
1736,4744
-8864,-128
2116,-336
5448,-268
-13176,5212
-12704,-12236
9048,6456
-17124,-5236
-6732,-6680
3264,-1376
-2616,-9916
-800,3376
-20564,-11472
3728,7052
4844,648
4132,-1112
10112,-60
3756,-1296
3968,-5200
2464,-4136
-7088,2956
-6452,-7744
808,-5956
4164,-2088
1624,-48
-4952,104
-5984,-5544
6712,-744
3308,2304
6492,376
84,-1324
180,-1648
-7464,-7080
-4036,1092
88,32
9076,2108
-1088,-4232
960,2876
2444,-3880
-2132,156
-8036,-2460
2400,176
16020,4076
1360,864
10168,740
3784,2164
-3416,-4724
1964,-3728
144,-2732
4000,-1932
2904,1276
2864,664
1152,-3448
-3992,-1528
-2424,-1876
-3696,2960
9840,152
1236,1792
2792,2884
-7296,2956
2788,1436
9596,-1624
-456,452
6404,660
-6012,3704
-14932,1736
-8040,4860
5536,-3720
2948,1976
1928,3380
2860,-196
2112,3340
6500,-1548
7908,2108
5192,2012
-680,60
10608,-108
-1788,1220
4624,1592
-1492,2024
2680,1880
3164,1048
600,1024
-1248,3960
-8180,4092
14100,1316
6356,528
9008,-2456
-5488,524
132,2756
2740,1628
1876,2024
-19608,6876
-4528,3868
-1380,2248
9124,536
-12844,1324
-6272,-1532
-5784,532
-2988,736
88,-636
-284,32
-6320,544
-904,748
-120,648
-208,656
-224,740
-176,756
-180,736
-144,708
-280,784
-180,672
-192,784
-276,740
-184,692
-164,640
-276,744
-280,716
-256,736
-196,680
-268,736
-252,724
-156,632
-236,700
-296,656
-328,772
-284,724
-172,616
-296,688
-352,744
-132,632
-180,748
-204,656
-248,768
-184,756
-176,664
-188,696
-192,520